Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Alistair Overeem,def.,Aleksei Oleinik,TKO (knees and punches),1,4:45
Lightweight,Islam Makhachev,def.,Arman Tsarukyan,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Heavyweight,Sergei Pavlovich,def.,Marcelo Golm,KO (punches),1,1:06
Women's Flyweight,Roxanne Modafferi,def.,Antonina Shevchenko,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Krzysztof Jotko,def.,Alen Amedovski,"Decision (unanimous) (30–25, 30–26, 30–26)",3,5:00
Featherweight,Movsar Evloev,def.,Seung Woo Choi,"Decision (unanimous) (29–27, 29–27, 29–26)",3,5:00
Welterweight,Sultan Aliev,def.,Keita Nakamura,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Alexander Yakovlev,def.,Alex da Silva Coelho,Submission (guillotine choke),2,3:10
Heavyweight,Shamil Abdurakhimov,def.,Marcin Tybura,TKO (punches),2,3:15
Light Heavyweight,Michał Oleksiejczuk,def.,Gadzhimurad Antigulov,KO (punches),1,0:44
Lightweight,Magomed Mustafaev,def.,Rafael Fiziev,TKO (spinning back kick and punches),1,1:26
