Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Nick Diaz,def.,B.J. Penn,"Decision (unanimous) (29–28, 29–27, 29–28)",3,5:00
Heavyweight,Cheick Kongo,def.,Matt Mitrione,"Decision (unanimous) (30–27, 30–28, 29–28)",3,5:00
Heavyweight,Roy Nelson,def.,Mirko Cro Cop,TKO (punches),3,1:30
Bantamweight,Scott Jorgensen,def.,Jeff Curran,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Hatsu Hioki,def.,George Roop,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Donald Cerrone,def.,Dennis Siver,Submission (rear-naked choke),1,2:22
Catchweight (149 lb),Bart Palaszewski,def.,Tyson Griffin,KO (punches),1,2:45
Light Heavyweight,Brandon Vera,def.,Eliot Marshall,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Ramsey Nijem,def.,Danny Downes,"Decision (unanimous) (30–25, 30–26, 30–27)",3,5:00
Middleweight,Francis Carmont,def.,Chris Camozzi,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Middleweight,Clifford Starks,def.,Dustin Jacoby,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
