Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Quinton Jackson,def.,Lyoto Machida,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,B.J. Penn,def.,Matt Hughes,KO (punches),1,0:21
Middleweight,Maiquel Falcão,def.,Gerald Harris,"Decision (unanimous) (29–27, 29–28, 29–28)",3,5:00
Light Heavyweight,Phil Davis,def.,Tim Boetsch,Submission (modified kimura),2,2:55
Lightweight,George Sotiropoulos,def.,Joe Lauzon,Submission (kimura),2,2:43
Welterweight,Brian Foster,def.,Matt Brown,Submission (guillotine choke),2,2:11
Middleweight,Mark Muñoz,def.,Aaron Simpson,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Dennis Hallman,def.,Karo Parisyan,TKO (punches),1,1:47
Lightweight,Edson Barboza,def.,Mike Lullo,TKO (leg kicks),3,0:26
Lightweight,Paul Kelly,def.,T.J. O'Brien,TKO (elbows),2,3:16
Lightweight,Nik Lentz,def.,Tyson Griffin,"Decision (split) (29–28, 27–30, 29–28)",3,5:00
