Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Gray Maynard,def.,Nate Diaz,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Lightweight,Evan Dunham,def.,Efrain Escudero,Submission (armbar),3,1:59
Middleweight,Aaron Simpson,def.,Tom Lawlor,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Amir Sadollah,def.,Brad Blackburn,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Chris Leben,def.,Jay Silva,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Rick Story,def.,Jesse Lennox,"Decision (split) (30–27, 30–27, 28–29)",3,5:00
Lightweight,Thiago Tavares,vs.,Nik Lentz,"Draw (majority) (28–28, 28–28, 27–29)",3,5:00
Welterweight,Rory MacDonald,def.,Mike Guymon,Submission (armbar),1,4:27
Lightweight,Rafael dos Anjos,def.,Kyle Bradley,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Gerald Harris,def.,John Salter,TKO (punches),3,3:24
Middleweight,Nick Catone,def.,Jesse Forbes,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
