Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,B.J. Penn (c),def.,Diego Sanchez,TKO (doctor stoppage),5,2:37
Heavyweight,Frank Mir,def.,Cheick Kongo,Technical Submission (guillotine choke),1,1:12
Welterweight,Jon Fitch,def.,Mike Pierce,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Kenny Florian,def.,Clay Guida,Submission (rear-naked choke),2,2:19
Heavyweight,Stefan Struve,def.,Paul Buentello,"Decision (majority) (29–28, 29–28, 28–28)",3,5:00
Catchweight (195 lb),Alan Belcher,def.,Wilson Gouveia,TKO (punches),1,3:03
Lightweight,Matt Wiman,def.,Shane Nelson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Johny Hendricks,def.,Ricardo Funch,"Decision (unanimous) (30–27, 30–27, 30–25)",3,5:00
Middleweight,Rousimar Palhares,def.,Lucio Linhares,Submission (heel hook),2,3:21
Welterweight,DaMarques Johnson,def.,Edgar Garcia,Submission (triangle choke),1,4:03
Welterweight,TJ Grant,def.,Kevin Burns,TKO (punches),1,4:57
