Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Jorge Masvidal,def.,Darren Till,KO (punches),2,3:05
Welterweight,Leon Edwards,def.,Gunnar Nelson,"Decision (split) (29–27, 29–28, 28–29)",3,5:00
Light Heavyweight,Dominick Reyes,def.,Volkan Oezdemir,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Nathaniel Wood,def.,José Quiñónez,Submission (rear-naked choke),2,2:46
Welterweight,Cláudio Silva,def.,Danny Roberts,Submission (armbar),3,2:37
Catchweight (188 lbs),Jack Marshman,def.,John Phillips,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Featherweight,Arnold Allen,def.,Jordan Rinaldi,"Decision (unanimous) (30–26, 30–27, 29–28)",3,5:00
Lightweight,Marc Diakiese,def.,Joseph Duffy,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Saparbek Safarov,def.,Nicolae Negumereanu,"Decision (unanimous) (29–26, 29–26, 29–27)",3,5:00
Featherweight,Dan Ige,def.,Danny Henry,Submission (rear-naked choke),1,1:17
Women's Flyweight,Molly McCann,def.,Priscila Cachoeira,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Mike Grundy,def.,Nad Narimani,TKO (punches),2,4:42
