Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Nate Diaz,def.,Gray Maynard,TKO (punches),1,2:38
Women's Bantamweight,Julianna Peña,def.,Jessica Rakoczy,TKO (punches and elbows),1,4:59
Bantamweight,Chris Holdsworth,def.,Davey Grant,Submission (rear-naked choke),2,2:10
Women's Bantamweight,Jessamyn Duke,def.,Peggy Morgan,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Bantamweight,Raquel Pennington,def.,Roxanne Modafferi,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Featherweight,Akira Corassani,def.,Maximo Blanco,Disqualification (illegal knee),1,0:25
Featherweight,Tom Niinimäki,def.,Rani Yahya,"Decision (split) (29–28, 28–29, 30–27)",3,5:00
Heavyweight,Jared Rosholt,def.,Walt Harris,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Sean Spencer,def.,Drew Dober,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Catchweight (127.5 lbs),Josh Sampo,def.,Ryan Benoit,Submission (rear-naked choke),2,4:31
