Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Luke Rockhold,def.,Costas Philippou,TKO (body kick),1,2:31
Middleweight,Brad Tavares,def.,Lorenz Larkin,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,T.J. Dillashaw,def.,Mike Easton,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Yoel Romero,def.,Derek Brunson,TKO (punches and elbows),3,3:23
Flyweight,John Moraga,def.,Dustin Ortiz,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Featherweight,Cole Miller,def.,Sam Sicilia,Submission (rear-naked choke),2,1:54
Lightweight,Ramsey Nijem,def.,Justin Edwards,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Elias Silvério,def.,Isaac Vallie-Flagg,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00
Middleweight,Trevor Smith,def.,Brian Houston,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Flyweight,Louis Smolka,def.,Alptekin Özkılıç,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Vinc Pichel,def.,Garett Whiteley,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Beneil Dariush,def.,Charlie Brenneman,Submission (rear-naked choke),1,1:45
