Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Nate Diaz,def.,Conor McGregor,Submission (rear-naked choke),2,4:12
Women's Bantamweight,Miesha Tate,def.,Holly Holm (c),Technical Submission (rear-naked choke),5,3:30
Light Heavyweight,Ilir Latifi,def.,Gian Villante,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Corey Anderson,def.,Tom Lawlor,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Women's Bantamweight,Amanda Nunes,def.,Valentina Shevchenko,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Welterweight,Siyar Bahadurzada,def.,Brandon Thatch,Submission (arm-triangle choke),3,4:11
Welterweight,Nordine Taleb,def.,Erick Silva,KO (punches),2,1:34
Middleweight,Vitor Miranda,def.,Marcelo Guimarães,TKO (head kick and punches),2,1:09
Featherweight,Darren Elkins,def.,Chas Skelly,"Decision (unanimous) (30–27, 29–27, 30–26)",3,5:00
Lightweight,Diego Sanchez,def.,Jim Miller,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Jason Saggo,def.,Justin Salas,TKO (punches),1,4:31
Featherweight,Teruto Ishihara,def.,Julian Erosa,KO (punches),2,0:34
