Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Martin Kampmann,def.,Carlos Condit,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Light Heavyweight,Ryan Bader,def.,Carmelo Marrero,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Tyson Griffin,def.,Rafael dos Anjos,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Cole Miller,def.,Junie Browning,Submission (guillotine choke),1,1:58
Catchweight (158 lbs),Gleison Tibau,def.,Jeremy Stephens,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Ricardo Almeida,def.,Matt Horwich,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Brock Larson,def.,Jesse Sanders,Submission (rear-naked choke),1,2:01
Middleweight,Tim Credeur,def.,Nick Catone,Submission (guillotine choke),2,3:45
Middleweight,Jorge Rivera,def.,Nissen Osterneck,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Rob Kimmons,def.,Joe Vedepo,Technical Submission (guillotine choke),1,1:54
Middleweight,Aaron Simpson,def.,Tim McKenzie,TKO (punches),1,1:40
