Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Francis Ngannou,def.,Cain Velasquez,KO (punches),1,0:26
Lightweight,Paul Felder,def.,James Vick,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Women's Strawweight,Cynthia Calvillo,def.,Cortney Casey,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Kron Gracie,def.,Alex Caceres,Submission (rear-naked choke),1,2:06
Welterweight,Vicente Luque,def.,Bryan Barberena,TKO (knees and punches),3,4:54
Featherweight,Andre Fili,def.,Myles Jury,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Aljamain Sterling,def.,Jimmie Rivera,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Catchweight (140 lb),Manny Bermudez,def.,Benito Lopez,Submission (guillotine choke),1,3:09
Women's Flyweight,Andrea Lee,def.,Ashlee Evans-Smith,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Nik Lentz,def.,Scott Holtzman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (138 lb),Luke Sanders,def.,Renan Barão,KO (punches),2,1:01
Women's Strawweight,Emily Whitmire,def.,Aleksandra Albu,Submission (rear-naked choke),1,1:01
