Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Bantamweight,Germaine de Randamie,def.,Aspen Ladd,TKO (punch),1,0:16
Bantamweight,Urijah Faber,def.,Ricky Simon,TKO (punches),1,0:46
Featherweight,Josh Emmett,def.,Mirsad Bektić,TKO (punches),1,4:25
Middleweight,Karl Roberson,def.,Wellington Turman,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Marvin Vettori,def.,Cezar Ferreira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,John Allan Arte,vs.,Mike Rodríguez,No Contest (overturned),3,5:00
Featherweight,Andre Fili,def.,Sheymon Moraes,KO (punches),1,3:07
Women's Bantamweight,Julianna Peña,def.,Nicco Montaño,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Featherweight,Ryan Hall,def.,Darren Elkins,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Jonathan Martinez,def.,Pingyuan Liu,KO (knee),3,3:54
Women's Strawweight,Brianna Van Buren,def.,Lívia Renata Souza,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Benito Lopez,def.,Vince Morales,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
